DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2012,80.9,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2013,74.64,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2014,79.51,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2015,71.44,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2016,67.44,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2017,61.59,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2018,56.79,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2019,60.75,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2020,70.78,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Cyprus,2021,83.38,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2011,31.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2012,30.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2013,51.33,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2014,47.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2015,51.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2016,50.34,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2017,49.21,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2018,52.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2019,53.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2020,60.74,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Czechia,2021,64.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2011,32.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2012,32.25,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2013,31.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2014,29.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2015,31.45,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2016,29.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2017,31.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2018,31.04,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2019,29.6,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2020,31.06,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Germany,2021,31.14,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2011,39.72,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2012,37.67,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2013,35.69,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2014,35.63,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2015,34.67,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2016,37.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2017,34.5,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2018,34.77,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2019,32.4,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2020,30.15,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Denmark,2021,30.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2011,15.46,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2012,11.78,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2013,15.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2014,12.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2015,11.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2016,19.09,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2017,19.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2018,19.52,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2019,20.47,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2020,27.59,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Estonia,2021,31.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2011,13.03,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2012,12.17,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2013,13.79,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2014,16.4,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2015,17.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2016,16.53,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2017,18.54,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2018,20.37,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2019,21.12,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2020,21.83,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Greece,2021,22.15,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2011,24.84,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2012,24.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2013,22.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2014,22.48,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2015,23.76,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2016,21.4,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2017,21.89,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2018,21.96,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2019,21.21,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2020,24.49,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Spain,2021,22.9,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2011,28.67,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2012,28.84,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2013,28.41,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2014,27.04,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2015,28.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2016,27.69,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2017,28.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2018,28.13,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2019,27.64,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2020,30.95,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,European Union - 27 countries (from 2020),2021,30.42,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2011,13.52,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2012,12.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2013,11.91,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2014,12.6,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2015,11.33,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2016,13.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2017,14.13,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2018,12.73,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2019,12.89,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2020,14.37,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Finland,2021,14.94,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2011,23.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2012,23.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2013,22.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2014,21.89,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2015,22.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2016,21.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2017,21.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2018,19.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2019,19.61,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2020,20.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,France,2021,20.82,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2011,36.07,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2012,39.12,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2013,38.02,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2014,36.8,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2015,46.09,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2016,51.18,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2017,59.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2018,77.27,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2019,106.97,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2020,121.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Croatia,2021,126.99,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2011,34.95,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2012,37.05,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2013,33,d
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2014,32.96,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2015,35.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2016,36.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2017,39.57,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2018,40.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2019,38.93,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2020,46.92,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Hungary,2021,52.6,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2011,22.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2012,25.79,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2013,28.68,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2014,24.39,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2015,24.51,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2016,24.63,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2017,23.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2018,21.45,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2019,21.15,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2020,24.13,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Ireland,2021,20.29,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2011,11.74,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2012,14.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2013,13.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2014,18.78,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2015,15.84,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2016,20.46,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2017,18.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2018,22.76,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2019,18.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2020,19.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Iceland,2021,21.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2011,36.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2012,36.11,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2013,35.08,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2014,32.45,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2015,35.57,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2016,33.69,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2017,35.21,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2018,33.31,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2019,33.23,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2020,38.7,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Italy,2021,36.88,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2011,16.43,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2012,15.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2014,5.38,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2015,5.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2017,0,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2018,7.63,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2019,7.3,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2020,5.23,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Liechtenstein,2021,17.65,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2011,10.91,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2012,13.31,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2013,13.33,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2014,11.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2015,13.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2016,13.34,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2017,18.25,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2018,19.98,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2019,24.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2020,28.58,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Lithuania,2021,27.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2011,17.4,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2012,19.62,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2013,19.36,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2014,29.86,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2015,25.18,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2016,17.35,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2017,25.99,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2018,17.19,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2019,19.21,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2020,17.71,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Luxembourg,2021,18.03,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2011,22.28,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2012,26.12,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2013,25.12,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2014,27.56,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2015,29.66,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2016,30.24,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2017,29.16,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2018,30.87,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2019,38.26,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2020,37.32,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Latvia,2021,40.04,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2011,18.55,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2012,12.14,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2013,36.49,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2014,52.61,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2015,61.02,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2016,42.09,
ESTAT:TPS00137(1.0),25/04/24 23:00:00,Annual,Rate,Males,Total,Diabetes mellitus,Malta,2017,44.31,
